description	enabled	* type	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	min diff	version	ladder	*eol
Vessel Add	1	SC - Vessels					16	B0+S	"B0+,qty=15"						useitem				shrinecount			15	15																																																																																		0
Vessel Add	1	SC - Vessels					16	C0+S	"C0+,qty=15"						useitem				shrinecount			15	15																																																																																		0
Vessel Add	1	SC - Vessels					16	D0+S	"D0+,qty=15"						useitem				shrinecount			15	15																																																																																		0
Vessel Add	1	SC - Vessels					16	E0+S	"E0+,qty=15"						useitem				shrinecount			15	15																																																																																		0
Vessel Add	1	SC - Vessels					16	F0+S	"F0+,qty=15"						useitem				shrinecount			15	15																																																																																		0
Vessel Add	1	SC - Vessels					16	G0+S	"G0+,qty=15"						useitem				shrinecount			15	15																																																																																		0
Vessel Add	1	SC - Vessels					16	H0+S	"H0+,qty=15"						useitem				shrinecount			15	15																																																																																		0
Vessel Add	1	SC - Vessels					16	I0+S	"I0+,qty=15"						useitem				shrinecount			15	15																																																																																		0
Vessel Add	1	SC - Vessels					16	J0+S	"J0+,qty=15"						useitem				shrinecount			15	15																																																																																		0
Vessel Add	1	SC - Vessels					16	K0+S	"K0+,qty=15"						useitem				shrinecount			15	15																																																																																		0
Vessel Add	1	SC - Vessels					16	M0+S	"M0+,qty=15"						useitem				shrinecount			15	15																																																																																		0
Vessel Add	1	SC - Vessels					16	N0+S	"N0+,qty=15"						useitem				shrinecount			15	15																																																																																		0
Vessel Add	1	SC - Vessels					16	O0+S	"O0+,qty=15"						useitem				shrinecount			15	15																																																																																		0
Vessel Add	1	SC - Vessels					16	Q0+S	"Q0+,qty=15"						useitem				shrinecount			15	15																																																																																		0
Vessel Add	1	SC - Vessels					16	R0+S	"R0+,qty=15"						useitem				shrinecount			15	15																																																																																		0
Vessel Add	1	SC - Vessels					17	A0+S	"A0+,qty=16"						useitem				shrinecount			16	16																																																																																		0
Vessel Add	1	SC - Vessels					17	B0+S	"B0+,qty=16"						useitem				shrinecount			16	16																																																																																		0
Vessel Add	1	SC - Vessels					17	C0+S	"C0+,qty=16"						useitem				shrinecount			16	16																																																																																		0
Vessel Add	1	SC - Vessels					17	D0+S	"D0+,qty=16"						useitem				shrinecount			16	16																																																																																		0
Vessel Add	1	SC - Vessels					17	E0+S	"E0+,qty=16"						useitem				shrinecount			16	16																																																																																		0
Vessel Add	1	SC - Vessels					17	F0+S	"F0+,qty=16"						useitem				shrinecount			16	16																																																																																		0
Vessel Add	1	SC - Vessels					17	G0+S	"G0+,qty=16"						useitem				shrinecount			16	16																																																																																		0
Vessel Add	1	SC - Vessels					17	H0+S	"H0+,qty=16"						useitem				shrinecount			16	16																																																																																		0
Vessel Add	1	SC - Vessels					17	I0+S	"I0+,qty=16"						useitem				shrinecount			16	16																																																																																		0
Vessel Add	1	SC - Vessels					17	J0+S	"J0+,qty=16"						useitem				shrinecount			16	16																																																																																		0
Vessel Add	1	SC - Vessels					17	K0+S	"K0+,qty=16"						useitem				shrinecount			16	16																																																																																		0
Vessel Add	1	SC - Vessels					17	M0+S	"M0+,qty=16"						useitem				shrinecount			16	16																																																																																		0
Vessel Add	1	SC - Vessels					17	N0+S	"N0+,qty=16"						useitem				shrinecount			16	16																																																																																		0
Vessel Add	1	SC - Vessels					17	O0+S	"O0+,qty=16"						useitem				shrinecount			16	16																																																																																		0
Vessel Add	1	SC - Vessels					17	Q0+S	"Q0+,qty=16"						useitem				shrinecount			16	16																																																																																		0
Vessel Add	1	SC - Vessels					17	R0+S	"R0+,qty=16"						useitem				shrinecount			16	16																																																																																		0
Vessel Add	1	SC - Vessels					18	A0+S	"A0+,qty=17"						useitem				shrinecount			17	17																																																																																		0
Vessel Add	1	SC - Vessels					18	B0+S	"B0+,qty=17"						useitem				shrinecount			17	17																																																																																		0
Vessel Add	1	SC - Vessels					18	C0+S	"C0+,qty=17"						useitem				shrinecount			17	17																																																																																		0
Vessel Add	1	SC - Vessels					18	D0+S	"D0+,qty=17"						useitem				shrinecount			17	17																																																																																		0
Vessel Add	1	SC - Vessels					18	E0+S	"E0+,qty=17"						useitem				shrinecount			17	17																																																																																		0
Vessel Add	1	SC - Vessels					18	F0+S	"F0+,qty=17"						useitem				shrinecount			17	17																																																																																		0
Vessel Add	1	SC - Vessels					18	G0+S	"G0+,qty=17"						useitem				shrinecount			17	17																																																																																		0
Vessel Add	1	SC - Vessels					18	H0+S	"H0+,qty=17"						useitem				shrinecount			17	17																																																																																		0
Vessel Add	1	SC - Vessels					18	I0+S	"I0+,qty=17"						useitem				shrinecount			17	17																																																																																		0
Vessel Add	1	SC - Vessels					18	J0+S	"J0+,qty=17"						useitem				shrinecount			17	17																																																																																		0
Vessel Add	1	SC - Vessels					18	K0+S	"K0+,qty=17"						useitem				shrinecount			17	17																																																																																		0
Vessel Add	1	SC - Vessels					18	M0+S	"M0+,qty=17"						useitem				shrinecount			17	17																																																																																		0
Vessel Add	1	SC - Vessels					18	N0+S	"N0+,qty=17"						useitem				shrinecount			17	17																																																																																		0
Vessel Add	1	SC - Vessels					18	O0+S	"O0+,qty=17"						useitem				shrinecount			17	17																																																																																		0
Vessel Add	1	SC - Vessels					18	Q0+S	"Q0+,qty=17"						useitem				shrinecount			17	17																																																																																		0
Vessel Add	1	SC - Vessels					18	R0+S	"R0+,qty=17"						useitem				shrinecount			17	17																																																																																		0
Vessel Add	1	SC - Vessels					19	A0+S	"A0+,qty=18"						useitem				shrinecount			18	18																																																																																		0
Vessel Add	1	SC - Vessels					19	B0+S	"B0+,qty=18"						useitem				shrinecount			18	18																																																																																		0
Vessel Add	1	SC - Vessels					19	C0+S	"C0+,qty=18"						useitem				shrinecount			18	18																																																																																		0
Vessel Add	1	SC - Vessels					19	D0+S	"D0+,qty=18"						useitem				shrinecount			18	18																																																																																		0
Vessel Add	1	SC - Vessels					19	E0+S	"E0+,qty=18"						useitem				shrinecount			18	18																																																																																		0
Vessel Add	1	SC - Vessels					19	F0+S	"F0+,qty=18"						useitem				shrinecount			18	18																																																																																		0
Vessel Add	1	SC - Vessels					19	G0+S	"G0+,qty=18"						useitem				shrinecount			18	18																																																																																		0
Vessel Add	1	SC - Vessels					19	H0+S	"H0+,qty=18"						useitem				shrinecount			18	18																																																																																		0
Vessel Add	1	SC - Vessels					19	I0+S	"I0+,qty=18"						useitem				shrinecount			18	18																																																																																		0
Vessel Add	1	SC - Vessels					19	J0+S	"J0+,qty=18"						useitem				shrinecount			18	18																																																																																		0
Vessel Add	1	SC - Vessels					19	K0+S	"K0+,qty=18"						useitem				shrinecount			18	18																																																																																		0
Vessel Add	1	SC - Vessels					19	M0+S	"M0+,qty=18"						useitem				shrinecount			18	18																																																																																		0
Vessel Add	1	SC - Vessels					19	N0+S	"N0+,qty=18"						useitem				shrinecount			18	18																																																																																		0
Vessel Add	1	SC - Vessels					19	O0+S	"O0+,qty=18"						useitem				shrinecount			18	18																																																																																		0
Vessel Add	1	SC - Vessels					19	Q0+S	"Q0+,qty=18"						useitem				shrinecount			18	18																																																																																		0
Vessel Add	1	SC - Vessels					19	R0+S	"R0+,qty=18"						useitem				shrinecount			18	18																																																																																		0
Vessel Add	1	SC - Vessels					20	A0+S	"A0+,qty=19"						useitem				shrinecount			19	19																																																																																		0
Vessel Add	1	SC - Vessels					20	B0+S	"B0+,qty=19"						useitem				shrinecount			19	19																																																																																		0
Vessel Add	1	SC - Vessels					20	C0+S	"C0+,qty=19"						useitem				shrinecount			19	19																																																																																		0
Vessel Add	1	SC - Vessels					20	D0+S	"D0+,qty=19"						useitem				shrinecount			19	19																																																																																		0
Vessel Add	1	SC - Vessels					20	E0+S	"E0+,qty=19"						useitem				shrinecount			19	19																																																																																		0
Vessel Add	1	SC - Vessels					20	F0+S	"F0+,qty=19"						useitem				shrinecount			19	19																																																																																		0
Vessel Add	1	SC - Vessels					20	G0+S	"G0+,qty=19"						useitem				shrinecount			19	19																																																																																		0
Vessel Add	1	SC - Vessels					20	H0+S	"H0+,qty=19"						useitem				shrinecount			19	19																																																																																		0
Vessel Add	1	SC - Vessels					20	I0+S	"I0+,qty=19"						useitem				shrinecount			19	19																																																																																		0
Vessel Add	1	SC - Vessels					20	J0+S	"J0+,qty=19"						useitem				shrinecount			19	19																																																																																		0
Vessel Add	1	SC - Vessels					20	K0+S	"K0+,qty=19"						useitem				shrinecount			19	19																																																																																		0
Vessel Add	1	SC - Vessels					20	M0+S	"M0+,qty=19"						useitem				shrinecount			19	19																																																																																		0
Vessel Add	1	SC - Vessels					20	N0+S	"N0+,qty=19"						useitem				shrinecount			19	19																																																																																		0
Vessel Add	1	SC - Vessels					20	O0+S	"O0+,qty=19"						useitem				shrinecount			19	19																																																																																		0
Vessel Add	1	SC - Vessels					20	Q0+S	"Q0+,qty=19"						useitem				shrinecount			19	19																																																																																		0
Vessel Add	1	SC - Vessels					20	R0+S	"R0+,qty=19"						useitem				shrinecount			19	19																																																																																		0
Vessel Add	1	SC - Vessels					21	A0+S	"A0+,qty=20"						useitem				shrinecount			20	20																																																																																		0
Vessel Add	1	SC - Vessels					21	B0+S	"B0+,qty=20"						useitem				shrinecount			20	20																																																																																		0
Vessel Add	1	SC - Vessels					21	C0+S	"C0+,qty=20"						useitem				shrinecount			20	20																																																																																		0
Vessel Add	1	SC - Vessels					21	D0+S	"D0+,qty=20"						useitem				shrinecount			20	20																																																																																		0
Vessel Add	1	SC - Vessels					21	E0+S	"E0+,qty=20"						useitem				shrinecount			20	20																																																																																		0
Vessel Add	1	SC - Vessels					21	F0+S	"F0+,qty=20"						useitem				shrinecount			20	20																																																																																		0
Vessel Add	1	SC - Vessels					21	G0+S	"G0+,qty=20"						useitem				shrinecount			20	20																																																																																		0
Vessel Add	1	SC - Vessels					21	H0+S	"H0+,qty=20"						useitem				shrinecount			20	20																																																																																		0
Vessel Add	1	SC - Vessels					21	I0+S	"I0+,qty=20"						useitem				shrinecount			20	20																																																																																		0
Vessel Add	1	SC - Vessels					21	J0+S	"J0+,qty=20"						useitem				shrinecount			20	20																																																																																		0
Vessel Add	1	SC - Vessels					21	K0+S	"K0+,qty=20"						useitem				shrinecount			20	20																																																																																		0
Vessel Add	1	SC - Vessels					21	M0+S	"M0+,qty=20"						useitem				shrinecount			20	20																																																																																		0
Vessel Add	1	SC - Vessels					21	N0+S	"N0+,qty=20"						useitem				shrinecount			20	20																																																																																		0
Vessel Add	1	SC - Vessels					21	O0+S	"O0+,qty=20"						useitem				shrinecount			20	20																																																																																		0
Vessel Add	1	SC - Vessels					21	Q0+S	"Q0+,qty=20"						useitem				shrinecount			20	20																																																																																		0
Vessel Add	1	SC - Vessels					21	R0+S	"R0+,qty=20"						useitem				shrinecount			20	20																																																																																		0
Vessel Add	1	SC - Vessels					22	A0+S	"A0+,qty=21"						useitem				shrinecount			21	21																																																																																		0
Vessel Add	1	SC - Vessels					22	B0+S	"B0+,qty=21"						useitem				shrinecount			21	21																																																																																		0
Vessel Add	1	SC - Vessels					22	C0+S	"C0+,qty=21"						useitem				shrinecount			21	21																																																																																		0
Vessel Add	1	SC - Vessels					22	D0+S	"D0+,qty=21"						useitem				shrinecount			21	21																																																																																		0
Vessel Add	1	SC - Vessels					22	E0+S	"E0+,qty=21"						useitem				shrinecount			21	21																																																																																		0
Vessel Add	1	SC - Vessels					22	F0+S	"F0+,qty=21"						useitem				shrinecount			21	21																																																																																		0
Vessel Add	1	SC - Vessels					22	G0+S	"G0+,qty=21"						useitem				shrinecount			21	21																																																																																		0
Vessel Add	1	SC - Vessels					22	H0+S	"H0+,qty=21"						useitem				shrinecount			21	21																																																																																		0
Vessel Add	1	SC - Vessels					22	I0+S	"I0+,qty=21"						useitem				shrinecount			21	21																																																																																		0
Vessel Add	1	SC - Vessels					22	J0+S	"J0+,qty=21"						useitem				shrinecount			21	21																																																																																		0
Vessel Add	1	SC - Vessels					22	K0+S	"K0+,qty=21"						useitem				shrinecount			21	21																																																																																		0
Vessel Add	1	SC - Vessels					22	M0+S	"M0+,qty=21"						useitem				shrinecount			21	21																																																																																		0
Vessel Add	1	SC - Vessels					22	N0+S	"N0+,qty=21"						useitem				shrinecount			21	21																																																																																		0
Vessel Add	1	SC - Vessels					22	O0+S	"O0+,qty=21"						useitem				shrinecount			21	21																																																																																		0
Vessel Add	1	SC - Vessels					22	Q0+S	"Q0+,qty=21"						useitem				shrinecount			21	21																																																																																		0
Vessel Add	1	SC - Vessels					22	R0+S	"R0+,qty=21"						useitem				shrinecount			21	21																																																																																		0
Vessel Add	1	SC - Vessels					23	A0+S	"A0+,qty=22"						useitem				shrinecount			22	22																																																																																		0
Vessel Add	1	SC - Vessels					23	B0+S	"B0+,qty=22"						useitem				shrinecount			22	22																																																																																		0
Vessel Add	1	SC - Vessels					23	C0+S	"C0+,qty=22"						useitem				shrinecount			22	22																																																																																		0
Vessel Add	1	SC - Vessels					23	D0+S	"D0+,qty=22"						useitem				shrinecount			22	22																																																																																		0
Vessel Add	1	SC - Vessels					23	E0+S	"E0+,qty=22"						useitem				shrinecount			22	22																																																																																		0
Vessel Add	1	SC - Vessels					23	F0+S	"F0+,qty=22"						useitem				shrinecount			22	22																																																																																		0
Vessel Add	1	SC - Vessels					23	G0+S	"G0+,qty=22"						useitem				shrinecount			22	22																																																																																		0
Vessel Add	1	SC - Vessels					23	H0+S	"H0+,qty=22"						useitem				shrinecount			22	22																																																																																		0
Vessel Add	1	SC - Vessels					23	I0+S	"I0+,qty=22"						useitem				shrinecount			22	22																																																																																		0
Vessel Add	1	SC - Vessels					23	J0+S	"J0+,qty=22"						useitem				shrinecount			22	22																																																																																		0
Vessel Add	1	SC - Vessels					23	K0+S	"K0+,qty=22"						useitem				shrinecount			22	22																																																																																		0
Vessel Add	1	SC - Vessels					23	M0+S	"M0+,qty=22"						useitem				shrinecount			22	22																																																																																		0
Vessel Add	1	SC - Vessels					23	N0+S	"N0+,qty=22"						useitem				shrinecount			22	22																																																																																		0
Vessel Add	1	SC - Vessels					23	O0+S	"O0+,qty=22"						useitem				shrinecount			22	22																																																																																		0
Vessel Add	1	SC - Vessels					23	Q0+S	"Q0+,qty=22"						useitem				shrinecount			22	22																																																																																		0
Vessel Add	1	SC - Vessels					23	R0+S	"R0+,qty=22"						useitem				shrinecount			22	22																																																																																		0
Vessel Add	1	SC - Vessels					24	A0+S	"A0+,qty=23"						useitem				shrinecount			23	23																																																																																		0
Vessel Add	1	SC - Vessels					24	B0+S	"B0+,qty=23"						useitem				shrinecount			23	23																																																																																		0
Vessel Add	1	SC - Vessels					24	C0+S	"C0+,qty=23"						useitem				shrinecount			23	23																																																																																		0
Vessel Add	1	SC - Vessels					24	D0+S	"D0+,qty=23"						useitem				shrinecount			23	23																																																																																		0
Vessel Add	1	SC - Vessels					24	E0+S	"E0+,qty=23"						useitem				shrinecount			23	23																																																																																		0
Vessel Add	1	SC - Vessels					24	F0+S	"F0+,qty=23"						useitem				shrinecount			23	23																																																																																		0
Vessel Add	1	SC - Vessels					24	G0+S	"G0+,qty=23"						useitem				shrinecount			23	23																																																																																		0
Vessel Add	1	SC - Vessels					24	H0+S	"H0+,qty=23"						useitem				shrinecount			23	23																																																																																		0
Vessel Add	1	SC - Vessels					24	I0+S	"I0+,qty=23"						useitem				shrinecount			23	23																																																																																		0
Vessel Add	1	SC - Vessels					24	J0+S	"J0+,qty=23"						useitem				shrinecount			23	23																																																																																		0
Vessel Add	1	SC - Vessels					24	K0+S	"K0+,qty=23"						useitem				shrinecount			23	23																																																																																		0
Vessel Add	1	SC - Vessels					24	M0+S	"M0+,qty=23"						useitem				shrinecount			23	23																																																																																		0
Vessel Add	1	SC - Vessels					24	N0+S	"N0+,qty=23"						useitem				shrinecount			23	23																																																																																		0
Vessel Add	1	SC - Vessels					24	O0+S	"O0+,qty=23"						useitem				shrinecount			23	23																																																																																		0
Vessel Add	1	SC - Vessels					24	Q0+S	"Q0+,qty=23"						useitem				shrinecount			23	23																																																																																		0
Vessel Add	1	SC - Vessels					24	R0+S	"R0+,qty=23"						useitem				shrinecount			23	23																																																																																		0
Vessel Add	1	SC - Vessels					25	A0+S	"A0+,qty=24"						useitem				shrinecount			24	24																																																																																		0
Vessel Add	1	SC - Vessels					25	B0+S	"B0+,qty=24"						useitem				shrinecount			24	24																																																																																		0
Vessel Add	1	SC - Vessels					25	C0+S	"C0+,qty=24"						useitem				shrinecount			24	24																																																																																		0
Vessel Add	1	SC - Vessels					25	D0+S	"D0+,qty=24"						useitem				shrinecount			24	24																																																																																		0
Vessel Add	1	SC - Vessels					25	E0+S	"E0+,qty=24"						useitem				shrinecount			24	24																																																																																		0
Vessel Add	1	SC - Vessels					25	F0+S	"F0+,qty=24"						useitem				shrinecount			24	24																																																																																		0
Vessel Add	1	SC - Vessels					25	G0+S	"G0+,qty=24"						useitem				shrinecount			24	24																																																																																		0
Vessel Add	1	SC - Vessels					25	H0+S	"H0+,qty=24"						useitem				shrinecount			24	24																																																																																		0
Vessel Add	1	SC - Vessels					25	I0+S	"I0+,qty=24"						useitem				shrinecount			24	24																																																																																		0
Vessel Add	1	SC - Vessels					25	J0+S	"J0+,qty=24"						useitem				shrinecount			24	24																																																																																		0
Vessel Add	1	SC - Vessels					25	K0+S	"K0+,qty=24"						useitem				shrinecount			24	24																																																																																		0
Vessel Add	1	SC - Vessels					25	M0+S	"M0+,qty=24"						useitem				shrinecount			24	24																																																																																		0
Vessel Add	1	SC - Vessels					25	N0+S	"N0+,qty=24"						useitem				shrinecount			24	24																																																																																		0
Vessel Add	1	SC - Vessels					25	O0+S	"O0+,qty=24"						useitem				shrinecount			24	24																																																																																		0
Vessel Add	1	SC - Vessels					25	Q0+S	"Q0+,qty=24"						useitem				shrinecount			24	24																																																																																		0
Vessel Add	1	SC - Vessels					25	R0+S	"R0+,qty=24"						useitem				shrinecount			24	24																																																																																		0
Vessel Add	1	SC - Vessels					26	A0+S	"A0+,qty=25"						useitem				shrinecount			25	25																																																																																		0
Vessel Add	1	SC - Vessels					26	B0+S	"B0+,qty=25"						useitem				shrinecount			25	25																																																																																		0
Vessel Add	1	SC - Vessels					26	C0+S	"C0+,qty=25"						useitem				shrinecount			25	25																																																																																		0
Vessel Add	1	SC - Vessels					26	D0+S	"D0+,qty=25"						useitem				shrinecount			25	25																																																																																		0
Vessel Add	1	SC - Vessels					26	E0+S	"E0+,qty=25"						useitem				shrinecount			25	25																																																																																		0
Vessel Add	1	SC - Vessels					26	F0+S	"F0+,qty=25"						useitem				shrinecount			25	25																																																																																		0
Vessel Add	1	SC - Vessels					26	G0+S	"G0+,qty=25"						useitem				shrinecount			25	25																																																																																		0
Vessel Add	1	SC - Vessels					26	H0+S	"H0+,qty=25"						useitem				shrinecount			25	25																																																																																		0
Vessel Add	1	SC - Vessels					26	I0+S	"I0+,qty=25"						useitem				shrinecount			25	25																																																																																		0
Vessel Add	1	SC - Vessels					26	J0+S	"J0+,qty=25"						useitem				shrinecount			25	25																																																																																		0
Vessel Add	1	SC - Vessels					26	K0+S	"K0+,qty=25"						useitem				shrinecount			25	25																																																																																		0
Vessel Add	1	SC - Vessels					26	M0+S	"M0+,qty=25"						useitem				shrinecount			25	25																																																																																		0
Vessel Add	1	SC - Vessels					26	N0+S	"N0+,qty=25"						useitem				shrinecount			25	25																																																																																		0
Vessel Add	1	SC - Vessels					26	O0+S	"O0+,qty=25"						useitem				shrinecount			25	25																																																																																		0
Vessel Add	1	SC - Vessels					26	Q0+S	"Q0+,qty=25"						useitem				shrinecount			25	25																																																																																		0
Vessel Add	1	SC - Vessels					26	R0+S	"R0+,qty=25"						useitem				shrinecount			25	25																																																																																		0
Vessel Add	1	SC - Vessels					27	A0+S	"A0+,qty=26"						useitem				shrinecount			26	26																																																																																		0
Vessel Add	1	SC - Vessels					27	B0+S	"B0+,qty=26"						useitem				shrinecount			26	26																																																																																		0
Vessel Add	1	SC - Vessels					27	C0+S	"C0+,qty=26"						useitem				shrinecount			26	26																																																																																		0
Vessel Add	1	SC - Vessels					27	D0+S	"D0+,qty=26"						useitem				shrinecount			26	26																																																																																		0
Vessel Add	1	SC - Vessels					27	E0+S	"E0+,qty=26"						useitem				shrinecount			26	26																																																																																		0
Vessel Add	1	SC - Vessels					27	F0+S	"F0+,qty=26"						useitem				shrinecount			26	26																																																																																		0
Vessel Add	1	SC - Vessels					27	G0+S	"G0+,qty=26"						useitem				shrinecount			26	26																																																																																		0
Vessel Add	1	SC - Vessels					27	H0+S	"H0+,qty=26"						useitem				shrinecount			26	26																																																																																		0
Vessel Add	1	SC - Vessels					27	I0+S	"I0+,qty=26"						useitem				shrinecount			26	26																																																																																		0
Vessel Add	1	SC - Vessels					27	J0+S	"J0+,qty=26"						useitem				shrinecount			26	26																																																																																		0
Vessel Add	1	SC - Vessels					27	K0+S	"K0+,qty=26"						useitem				shrinecount			26	26																																																																																		0
Vessel Add	1	SC - Vessels					27	M0+S	"M0+,qty=26"						useitem				shrinecount			26	26																																																																																		0
Vessel Add	1	SC - Vessels					27	N0+S	"N0+,qty=26"						useitem				shrinecount			26	26																																																																																		0
Vessel Add	1	SC - Vessels					27	O0+S	"O0+,qty=26"						useitem				shrinecount			26	26																																																																																		0
Vessel Add	1	SC - Vessels					27	Q0+S	"Q0+,qty=26"						useitem				shrinecount			26	26																																																																																		0
Vessel Add	1	SC - Vessels					27	R0+S	"R0+,qty=26"						useitem				shrinecount			26	26																																																																																		0
Vessel Add	1	SC - Vessels					28	A0+S	"A0+,qty=27"						useitem				shrinecount			27	27																																																																																		0
Vessel Add	1	SC - Vessels					28	B0+S	"B0+,qty=27"						useitem				shrinecount			27	27																																																																																		0
Vessel Add	1	SC - Vessels					28	C0+S	"C0+,qty=27"						useitem				shrinecount			27	27																																																																																		0
Vessel Add	1	SC - Vessels					28	D0+S	"D0+,qty=27"						useitem				shrinecount			27	27																																																																																		0
Vessel Add	1	SC - Vessels					28	E0+S	"E0+,qty=27"						useitem				shrinecount			27	27																																																																																		0
Vessel Add	1	SC - Vessels					28	F0+S	"F0+,qty=27"						useitem				shrinecount			27	27																																																																																		0
Vessel Add	1	SC - Vessels					28	G0+S	"G0+,qty=27"						useitem				shrinecount			27	27																																																																																		0
Vessel Add	1	SC - Vessels					28	H0+S	"H0+,qty=27"						useitem				shrinecount			27	27																																																																																		0
Vessel Add	1	SC - Vessels					28	I0+S	"I0+,qty=27"						useitem				shrinecount			27	27																																																																																		0
Vessel Add	1	SC - Vessels					28	J0+S	"J0+,qty=27"						useitem				shrinecount			27	27																																																																																		0
Vessel Add	1	SC - Vessels					28	K0+S	"K0+,qty=27"						useitem				shrinecount			27	27																																																																																		0
Vessel Add	1	SC - Vessels					28	M0+S	"M0+,qty=27"						useitem				shrinecount			27	27																																																																																		0
Vessel Add	1	SC - Vessels					28	N0+S	"N0+,qty=27"						useitem				shrinecount			27	27																																																																																		0
Vessel Add	1	SC - Vessels					28	O0+S	"O0+,qty=27"						useitem				shrinecount			27	27																																																																																		0
Vessel Add	1	SC - Vessels					28	Q0+S	"Q0+,qty=27"						useitem				shrinecount			27	27																																																																																		0
Vessel Add	1	SC - Vessels					28	R0+S	"R0+,qty=27"						useitem				shrinecount			27	27																																																																																		0
Vessel Add	1	SC - Vessels					29	A0+S	"A0+,qty=28"						useitem				shrinecount			28	28																																																																																		0
Vessel Add	1	SC - Vessels					29	B0+S	"B0+,qty=28"						useitem				shrinecount			28	28																																																																																		0
Vessel Add	1	SC - Vessels					29	C0+S	"C0+,qty=28"						useitem				shrinecount			28	28																																																																																		0
Vessel Add	1	SC - Vessels					29	D0+S	"D0+,qty=28"						useitem				shrinecount			28	28																																																																																		0
Vessel Add	1	SC - Vessels					29	E0+S	"E0+,qty=28"						useitem				shrinecount			28	28																																																																																		0
Vessel Add	1	SC - Vessels					29	F0+S	"F0+,qty=28"						useitem				shrinecount			28	28																																																																																		0
Vessel Add	1	SC - Vessels					29	G0+S	"G0+,qty=28"						useitem				shrinecount			28	28																																																																																		0
Vessel Add	1	SC - Vessels					29	H0+S	"H0+,qty=28"						useitem				shrinecount			28	28																																																																																		0
Vessel Add	1	SC - Vessels					29	I0+S	"I0+,qty=28"						useitem				shrinecount			28	28																																																																																		0
Vessel Add	1	SC - Vessels					29	J0+S	"J0+,qty=28"						useitem				shrinecount			28	28																																																																																		0
Vessel Add	1	SC - Vessels					29	K0+S	"K0+,qty=28"						useitem				shrinecount			28	28																																																																																		0
Vessel Add	1	SC - Vessels					29	M0+S	"M0+,qty=28"						useitem				shrinecount			28	28																																																																																		0
Vessel Add	1	SC - Vessels					29	N0+S	"N0+,qty=28"						useitem				shrinecount			28	28																																																																																		0
Vessel Add	1	SC - Vessels					29	O0+S	"O0+,qty=28"						useitem				shrinecount			28	28																																																																																		0
Vessel Add	1	SC - Vessels					29	Q0+S	"Q0+,qty=28"						useitem				shrinecount			28	28																																																																																		0
Vessel Add	1	SC - Vessels					29	R0+S	"R0+,qty=28"						useitem				shrinecount			28	28																																																																																		0
Vessel Add	1	SC - Vessels					30	A0+S	"A0+,qty=29"						useitem				shrinecount			29	29																																																																																		0
Vessel Add	1	SC - Vessels					30	B0+S	"B0+,qty=29"						useitem				shrinecount			29	29																																																																																		0
Vessel Add	1	SC - Vessels					30	C0+S	"C0+,qty=29"						useitem				shrinecount			29	29																																																																																		0
Vessel Add	1	SC - Vessels					30	D0+S	"D0+,qty=29"						useitem				shrinecount			29	29																																																																																		0
Vessel Add	1	SC - Vessels					30	E0+S	"E0+,qty=29"						useitem				shrinecount			29	29																																																																																		0
Vessel Add	1	SC - Vessels					30	F0+S	"F0+,qty=29"						useitem				shrinecount			29	29																																																																																		0
Vessel Add	1	SC - Vessels					30	G0+S	"G0+,qty=29"						useitem				shrinecount			29	29																																																																																		0
Vessel Add	1	SC - Vessels					30	H0+S	"H0+,qty=29"						useitem				shrinecount			29	29																																																																																		0
Vessel Add	1	SC - Vessels					30	I0+S	"I0+,qty=29"						useitem				shrinecount			29	29																																																																																		0
Vessel Add	1	SC - Vessels					30	J0+S	"J0+,qty=29"						useitem				shrinecount			29	29																																																																																		0
Vessel Add	1	SC - Vessels					30	K0+S	"K0+,qty=29"						useitem				shrinecount			29	29																																																																																		0
Vessel Add	1	SC - Vessels					30	M0+S	"M0+,qty=29"						useitem				shrinecount			29	29																																																																																		0
Vessel Add	1	SC - Vessels					30	N0+S	"N0+,qty=29"						useitem				shrinecount			29	29																																																																																		0
Vessel Add	1	SC - Vessels					30	O0+S	"O0+,qty=29"						useitem				shrinecount			29	29																																																																																		0
