"Cutthroat1"	"Злоба Бартука"
"11789"	"Abyss Knights Уменьшают Сопротивление Магическому Урону Врага на 10%"
"11790"	"\grey;(нельзя использовать 2 оружия)\n\orange;Требуется Рукопашная Стихийная База"
"11791"	"\dgrey;Шанс использовать навыки Dirge'а Увеличивается на 10%\n\orange;Когда Soulchain Активен:"
"11792"	"\dgrey;Stormeye Totem имеет 6% Шанс использовать Stormclash Уровня 44 когда Враг Умирает\n\dgrey;Fireheart Totem имеет 6% Шанс использовать Fire Cannonade Уровня 44 когда Враг Умирает\n\dgrey;Frostclaw Totem имеет 6% Шанс использовать Blizzard Уровня 44 когда Враг Умирает\n\orange;Когда Soulchain Активен:"
"11793"	"Перезарядка Навыков Землетряса Уменьшается на 20%"
"11794"	"+3 ко Всем Атрибутам\n\gold;Орудие, Броня:\n"
"11795"	"+3 к Максимальному Урону\n\gold;Броня:\n\n\grey;+5 к Максимальному Урону\n\gold;Оружие:\n"
"11796"	"+3% к Урону Заклинаний Огня\n\gold;Оружие, Броня:\n"
"11797"	"+3% к Урону Заклинаний Молнии\n\gold;Оружие, Броня:\n"
"11798"	"+3% к Урону Заклинаний Холода\n\gold;Оружие, Броня:\n"
"11799"	"+3% к Урону Заклинаний Яда\n\gold;Оружие, Броня:\n"
"11800"	"+3% к Урону Физ./Маг. Заклинаний\n\gold;Оружие, Броня:\n"
"11801"	"Сопротивление Огню +25%\n\gold;Броня:\n\n\grey;Сопротивление Огню +30%\n\gold;Оружие:\n"
"11802"	"Сопротивление Молнии +25%\n\gold;Броня:\n\n\grey;Сопротивление Молнии +30%\n\gold;Оружие:\n"
"11803"	"Сопротивление Холоду +25%\n\gold;Броня:\n\n\grey;Сопротивление Холоду +30%\n\gold;Оружие:\n"
"11804"	"Сопротивление Яду +25%\n\gold;Броня:\n\n\grey;Сопротивление Яду +30%\n\gold;Оружие:\n"
"11805"	"+40 к Мане\n\gold;Броня:\n\n\grey;+60 к Мане\n\gold;Оружие:\n"
"11806"	"+10% к Длительности Навыков Яда\n\gold;Броня:\n\n\grey;+15% к Длительности Навыков Яда\n\gold;Оружие:\n"
"11807"	"+10% к Жизни Призываемых Существ\n\gold;Оружие, Броня:\n"
"11808"	"+5% к Урону Призываемых Существ\n\gold;Оружие, Броня:\n"
"11809"	"+50% к Рейтингу Атаки Призываемых Существ\n\gold;Оружие, Броня:\n"
"11810"	"+5% к Сопротивлениям Призываемых Существ\n\gold;Оружие, Броня:\n"
"11811"	"5% к Силе\n\gold;Оружие, Броня:\n"
"11812"	"5% к Ловкости\n\gold;Оружие, Броня:\n"
"11813"	"4% к Живучести\n\gold;Оружие, Броня:\n"
"11814"	"5% к Энергии\n\gold;Оружие, Броня:\n"
"11815"	"Стихийные Сопровтивления +10%\n\gold;Оружие, Броня:\n"
"11816"	"+3% ко Всем Атрибутам\n\gold;Оружие, Броня:\n"
"11817"	"+7% к Поиску Магических Предметов\n\gold;Броня:\n\n\grey;+10% к Поиску Магических Предметов\n\gold;Оружие:\n"
"11818"	"+15% к Скорости Атаки\n\gold;Оружие, Броня:\n"
"11819"	"+15% к Скорости Сотворения Заклинаний\n\gold;Оружие, Броня:\n"
"11820"	"+15% к Скорости Восстановления После Удара\n\gold;Оружие, Броня:\n"
"11821"	"+15% к Скорости Блокирования\n\gold;Оружие, Броня:\n"
"11822"	"Восстановление Маны +5%\n\gold;Броня:\n\n\grey;Восстановление Маны +15%\n\gold;Оружие:\n"
"11823"	"Замедляет Атакующего на +2%\n\gold;Броня:\n\n\grey;Замедляет Атакующего на +3%\n\gold;Оружие:\n"
"11824"	"+15% Повышенная Защита\n\gold;Броня:\n\n\grey;+15% Повышенный Урон\n\gold;Оружие:\n"
"11825"	"Максимум Маны +2%\n\gold;Броня:\n\n\grey;Максимум Маны +3%\n\gold;Оружие:\n"
"11826"	"+15 к Жизни после каждого Убийства\n\gold;Оружие, Броня:\n"
"11827"	"+x к Силе\nx% к Силе\nx% Шанс Сокрушительного Удара\n"
"11828"	"+x к Ловкости\nx% к Ловкости\nx% к Рейтингу Атаки\n"
"11829"	"+x к Живучести\nx% к Живучести\n+x Восстановление Жизни в Секунду\n"
"11830"	"+x к Энергии\nx% к Энергии\n+x к Фокусировке Заклинаний\n"
"11831"	"Добавляет x-y урона\n+x% Повышенный Урон\n"
"11832"	"\dgrey;(Броня)\n\grey;Сопротивление Физическому Урону +x%\n+x% Повышенная Защита\n\n\dgrey;(Оружие)\n\grey;x% Смертельный Удар\nТребования +x%\n+x% Повышенный Урон\n"
"11833"	"+x% к Урону Призываемых Существ\n+x% к Рейтингу Атаки Призываемых Существ\n"
"11834"	"+x% к Урону Заклинаний Огня\n-x% к Сопротивлению Огню у Врага\n"
"11835"	"+x% к Урону Заклинаний Молнии\n-x% к Сопротивлению Молнии у Врага\n"
"11836"	"+x% к Урону Заклинаний Холода\n-x% к Сопротивлению Холоду у Врага\n"
"11837"	"+x% к Урону Заклинаний Яда\n-x% к Сопротивлению Яду у Врага\n"
"11838"	"+x% к Скорости Сотворения Заклинаний\nМаксимум Маны +x%\nВосстановление Маны +x%\n"
"11839"	"+x% к Жизни Призываемых Существ\n+x% к Сопротивлениям Призываемых Существ\n"
"11840"	"Сопротивление Магическому Урону +x%\n+x% к Физ./Маг. Урону Заклинаний\n"
"11841"	"1% Возродить как: Случайный Монстр\n1% Возродить как: Случайный Монстр\n"
"11842"	"+x ко Всем Атрибутам\n+x% к Врождённому Стихийному Урону\n"
"strMercLabelStrength"	"Сила"
"strMercLabelDexterity"	"Ловкость"
"strMercLabelEnergy"	"Энергия"
"strMercLabelLife"	"Жизнь"
"strMercLabelDefense"	"Защита"
"strMercLabelAttack"	"Рейтинг Атаки"
"strMercLabelResistFire"	"Огню\nСопротивление"
"strMercLabelResistCold"	"Холоду\nСопротивление"
"strMercLabelResistLtng"	"Молнии\nСопротивление"
"strMercLabelResistPois"	"Яду\nСопротивление"
"strMercLabelMf"	"Поиск Маг. Предм."
"strMercLabelGf"	"Поиск Золота"
"strMercLabelFireSpd"	"Заклинаний Огня\nУрон"
"strMercLabelColdSpd"	"Заклинаний Холода\nУрон"
"strMercLabelLtngSpd"	"Заклинаний Молнии\nУрон"
"strMercLabelPoisSpd"	"Заклинаний Яда\nУрон"
"11859"	"Вы можете выбрать до двух пассивок"
"11860"	"Вы можете выбрать до трех мастерств"
"11861"	"Открывает Навык Мастерства: Tenacity"
"11862"	"Открывает Навык Мастерства: Chemistry"
"11863"	"Открывает Навык Мастерства: Specialization"
"11864"	"Открывает Навык Мастерства: Endurance"
"11865"	"Открывает Навык Мастерства: Continuity"
"11866"	"Открывает Навык Мастерства: PLACEHOLDER"
"11867"	"Открывает Навык Мастерства: PLACEHOLDER"
"11868"	"Открывает Навык Мастерства: PLACEHOLDER"
"11869"	"Открывает Навык Мастерства: PLACEHOLDER"
"11870"	"Открывает Навык Мастерства: PLACEHOLDER"
"11871"	"Открывает Навык Мастерства: PLACEHOLDER"
"11872"	"Открывает Навык Мастерства: PLACEHOLDER"
"11873"	"Все Навыки требуют Форму Медведя"
"11874"	"Все Навыки требуют Форму Волка"
"11875"	"Все Навыки требуют Форму Совы"
"11876"	"Spiritual Alignment Больше Не Добавляет Урон Заклинаний Огня/Холода\nSpiritual Alignment Добавляет 5% к Урону Заклинаний Молнии за БУН"
"strPartyScreenKillCount"	"Монстров Убито"
"strPartyScreenTimePlayed"	"Часов Наиграно"
"11879"	"Takedown: +1 к Максимуму Зарядов Fury"
"strPartyScreenFriends"	"Друзья"
"strPartyScreenAddFriend"	"Добавить Друга"
"11882"	"Vindicate: +200% к Длительности"
"11883"	"Gale Force: +1.3 Ярда к Урону по Площади"
"11884"	"Добавляет 50% вашей Максимальной Маны как Защита"
"11885"	"- без получения урона от Rift Storm\n- хотя бы с одним живым Frozen Shambler\n\green;Победите Ascendant Riftwalker\n\grey;(смешайте талисман только после завершения)\n\tan;Бонусный Квест II\n"
"11886"	"- без получения урона от Rift Storm\n\green;Победите Greater Riftwalker\n\grey;(смешайте талисман только после завершения)\n\tan;Бонусный Квест I\n"
"11887"	"Добавляет 20% вашего Сопротивления Яду как Уменьшение Времени Отравления"
"11888"	"Curare: +5% к Множителю Урона за БУН Reckoning Of Zerae"
"11889"	"UNUSED"
"11890"	"(отключает другие преданности)\n\grey;Преданность Луку"
"11891"	"(отключает другие преданности)\n\grey;Преданность Дротику"
"11892"	"(отключает другие преданности)\n\grey;Преданность Копью"
"11893"	"(отключает другие преданности)\n\grey;Преданность Шторму"
"11894"	"(отключает другие преданности)\n\grey;Преданность Крови"
"11895"	"5 Fire Runes"
"11896"	"5 Stone Runes"
"11897"	"5 Arcane Runes"
"11898"	"5 Light Runes"
"11899"	"5 Ice Runes"
"11900"	"5 Poison Runes"
"11901"	"Цена: 250 000 Золота\nСмешайте с 5 Runestones для Создания"
"11902"	"+100 к Урону Молнией за Уровень Персонажа Свыше 130"
"11903"	"+6 к Жизни за Cognition"
"11904"	"+4-5 к Урону за БУН Hammer of Zerae"
"11905"	"+2.5% к Врождённому Стихийному Урону за каждый БУН Wolf Stance"
"11906"	"Щиты: Сопротивление Огню +30%\nБроня: +4% к Живучести\nОружие: +10 к Жизни после каждого Убийства\n"
"11907"	"Щиты: Сопротивление Яду +30%\nБроня: +10 Восстановление Жизни в Секунду\nОружие: +5 к Максимальному Урону\n"
"11908"	"Щиты: Сопротивление Холоду +30%\nБроня: Сопротивление Холоду +20%\nОружие: +8 к Мане после каждого Убийства\n"
"11909"	"Щиты: Сопротивление Молнии +30%\nБроня: +5% к Энергии\nОружие: +10 к Фокусировке Заклинаний\n"
"11910"	"Щиты: Стихийные Сопротивления +5%\nБроня: +5% к Силе\nОружие: +3% к Урону Заклинаний\n"
"11911"	"Щиты: +5 к Мане при Получении Удара\nБроня: +5% к Ловкости\nОружие: 50% Бонус к Рейтингу Атаки\n"
"11912"	"Щиты: Время Отравления Уменьшается на 5%\nБроня: +10% Повышенная Защита\nОружие: +10% Повышенный Урон\n"
"11913"	"Щиты: Сокращение Длительности Проклятий на 10%\nБроня: +8% к Поиску Золота\nОружие: +3% к Врождённому Стихийному Урону\n"
"11914"	"Щиты: +5% к Сопротивлениям Призываемых Существ\nБроня: Сопротивление Огню +20%, Максимальное Сопротивление Огню +1%\nОружие: +10% к Жизни Призываемых Существ\n"
"11915"	"Щиты: Замедление Цели на 2%\nБроня: Сопротивление Холоду +20%, Максимальное Сопротивление Холоду +1%\nОружие: +10% к Урону Призываемых Существ\n"
"11916"	"Щиты: Замедление Атакующего на 2%\nБроня: Сопротивление Молнии +20%, Максимальное Сопротивление Молнии +1%\nОружие: 2% Возродить как: Walker\n"
"11917"	"Щиты: 8% к Поиску Магических Предметов\nБроня: Сопротивление Яду +20%, Максимальное Сопротивление Яду +1%\nОружие: Восстановление Маны +10%\n"
"11918"	"+1% к Шансу Блока за каждые 300 Маны\n+1 к Рейтингу Атаки за каждые 3 Маны"
"11919"	""
"11920"	""
"11921"	""
"11922"	""
"11923"	""
"11924"	""
"11925"	""
"11926"	"Tenet of Harmony"
"11927"	"Tenet of Restraint"
"11928"	"Tenet of Vigor"
"11929"	"Tenet of Wisdom"
"11930"	"Tenet of Judgement"
"11931"	"Tenet of Conflict"
"11932"	"3 Arcane Crystals"
"11933"	"2 Corrupted Crystals"
"11934"	"Greater Signet of Learning"
"11935"	"3 Уникальных Кольца"
"11936"	"3 Уникальных Амулета"
"11937"	"3 Sacred Уникальных Доспехов (Body Armor)"
"11938"	"3 Sacred Уникальных Пояса (Belt)"
"11939"	"3 Sacred Уникальных Перчаток (Gloves)"
"11940"	"3 Sacred Уникальных Ботинок (Boots)"
"11941"	"4 Large Cycles"
"11942"	"4 Trophy Fragments"
"11943"	"5 Enchanted Runes"
"11944"	"Relic"
"11945"	"25 Shrines"
"11946"	"3 Unique Mystic Orbs"
"11947"	"Weather Control"
"11948"	"The Sleep"
"11949"	"Books of Kalan"
"11950"	"Ghost Trance"
"11951"	"Xazax's Illusion"
"11952"	"Neutrality Pact"
"11953"	"(Чем старше руна, тем лучше предмет, но и тем дороже)\nЦена Восстановления: 20 000 - 500 000 Золота\nСмешайте с Arcane Crystal и Enchanted Rune для Восстановления"
"11954"	"Смешайте в Кубе для Открытия"
"11955"	"Смешайте с Enchanted Rune для Разблокировки"
"11956"	"\grey;Цена: 666 666 Золота\nСмешайте с Oil of Craft для Создания\n"
"11957"	"\grey;Цена: 1 000 000 Золота\nСмешайте с Oil of Craft для Создания\n"
"11958"	"\grey;Цена: 300 000 Золота\nСмешайте с Oil of Craft для Создания\n"
"11959"	"\grey;Цена: 700 000 Золота\nСмешайте с Oil of Craft для Создания\n"
"11960"	""
"11961"	""
"11962"	""
"11963"	""
"11964"	""
"11965"	""
"11966"	""
"11967"	""
"11968"	""
"11969"	""
"11970"	""
"11971"	""
"11972"	""
"11973"	""
"11974"	""
"11975"	""
"11976"	""
"11977"	""
"11978"	""
"11979"	""
"11980"	""
"11981"	""
"11982"	""
"11983"	""
"11984"	""
"11985"	""
"11986"	""
"11987"	""
"11988"	"Цена: 5000 Золота\n\orange;+(1-3)% к Нахождению Магических Предметов\n"
"11989"	"Цена: 5000 Золота\n\orange;Требования -(2-4)%\n"
"11990"	"Цена: 5000 Золота\n\orange;+(4-6)% к Жизни Призываемых Существ\n"
"11991"	"Цена: 10 000 Золота\n\orange;Стихийные Сопротивления +(3-5)%\n"
"11992"	"Цена: 10 000 Золота\n\orange;+(1-2) к Мане после каждого Убийства\n+(2-4) к Жизни после каждого Убийства\n"
"11993"	"Цена: 10 000 Золота\n\orange;+(2-4)% к Сопротивлениям Призываемых Существ\n"
"11994"	"Цена: 15 000 Золота\n\orange;+(3-5) ко Всем Атрибутам\n"
"11995"	"Цена: 15 000 Золота\n\orange;+(1-4) к Мане при Рукопашной Атаке\n+(2-8) к Жизни при Рукопашной Атаке\n"
"11996"	"Цена: 15 000 Золота\n\orange;+(1-3)% к Урону Призываемых Существ\n"
"11997"	"Цена: 25 000 Золота\n\orange;+(1-2)% к Урону Заклинаний\n"
"11998"	"Цена: 25 000 Золота\n\orange;+(1-2)% Кража Маны за Удар\n+(1-2)% Кража Жизни за Удар\n"
"11999"	"Цена: 25 000 Золота\n\orange;+(2-4) к Максимальному Урону\n"
"12000"	"Цена: 50 000 Золота\n\orange;+(4-8) к Фокусировке Заклинаний\n"
"12001"	"Цена: 50 000 Золота\n\orange;+1% к Получаемому Опыту\n"
"12002"	"Цена: 50 000 Золота\n\orange;Неразрушимо\n"
"12003"	"jewelcraft placeholder"
"12004"	"jewelcraft placeholder"
"12005"	"jewelcraft placeholder"
"12006"	"jewelcraft placeholder"
"12007"	"jewelcraft placeholder"
"12008"	"5% Шанс Использовать Slayer Уровня 50 когда Враг Умирает"
"12009"	"Позволяет Использовать ещё одного Bear Companion"
"12010"	"+4 Снаряда к Storm Crows"
"12011"	"+25 к Защите за каждый 1% Урона Заклинаний Огня"
"12012"	"30% добавляется как Физический Урон Оружия (Макс. +150%)"
"12013"	"36% добавляется как Физический Урон Оружия (Макс. +150%)"
"12014"	"6% добавляется как Врождённый Стихийный Урон (Макс. +25%)"
"12015"	"8% добавляется как Врождённый Стихийный Урон (Макс. +25%)"
"12016"	"15% добавляется как Урон Заклинаний Огня и Молнии (Макс. +40%)"
"12017"	"18% добавляется как Урон Заклинаний Огня и Молнии (Макс. +40%)"
"12018"	"15% добавляется как Урон Заклинаний Холода и Яда (Макс. +40%)"
"12019"	"18% добавляется как Урон Заклинаний Холода и Яда (Макс. +40%)"
"12020"	"15% добавляется как Урон Физ./Маг. Заклинаний (Макс. +40%)"
"12021"	"18% добавляется как Урон Физ./Маг. Заклинаний (Макс. +40%)"
"12022"	"5% добавляется как Нахождение Магических Предметов (Макс. +100%)"
"12023"	"6% добавляется как Нахождение Магических Предметов (Макс. +100%)"
"12024"	"\orange;Даёт свойства с учётом суммы ваших бонусов урону Нежити и Демонам"
"12025"	"Древо Рукопашного Заклинателя"
"12026"	"Servants of Valor восстанавливают 2% своей жизни в секунду"
"12027"	"Даёт дополнительного Slayer'а"
"12028"	"Добавляет 1% Сокрушительного Удара за каждые 4% Урона Заклинаний Огня"
"12029"	"Abyss Knights Умирают после Призыва"
"12030"	"Длительность Marked for Death Увеличивается на 0.2 секунды"
"strMercLabelResistPhys"	"Физ. Урону\nСопротивление"
"CfgDisplayGamePing"	"Отображать игровую задержку (пинг)"
"StrAutomapPing"	"Задержка: "
"12034"	"+1 Цель для Raid"
"12035"	"-100% к Сопротивлению Молнии у Врага (Требует 100% Сокрушительный Удар)"
"12036"	"Antimass Восстанавливает Выносливость"
"12037"	"Arcane Torrent: +20% Дополнительных Снарядов"
"12038"	"Arrow Swarm: +2 Снаряда"
"12039"	"Balefire: 30% к Скорости Передвижения при Самосожжении"
"12040"	"Bane: +100% к Длительности"
"12041"	"Улучшает Death Ripple"
"12042"	"Flameburst Shot: +5 Снарядов"
"12043"	"Dark Power: Удвоение Магического Урона"
"12044"	"\dgrey;(Defender Spirit - Guardian Spirit - Protector Spirit)\nSpirit Walk Лечит доп. 5% Макс. Жизни, если в инвентаре лежат все Шаманские Relic'и"
"12045"	"+1 Дополнительный Defender Spirit"
"12046"	"+1 Дополнительный Protector Spirit"
"12047"	"Catapult Shot: Увеличеие Урона Огнём на 100%"
"12048"	"\dgrey;(Ember Spirit - Hunting Banshee)\n+1 Снаряд для Hunting Banshee/Ember Spirit, если в инвентаре лежат все Seer Spirit Relic'и"
"12049"	"\dgrey;(Fireheart Totem - Frostclaw Totem - Stormeye Totem)\n5% Поглощение Огня/Холода/Молнии, если в инвентаре лежат все Тотемные Relic'и"
"12050"	"+2 к Максимуму Снарядов Forked Lightning"
"12051"	"+2% к Бонусу Защиты Runemaster пока Fortress активен"
"12052"	"Hurricane: Восстанавливает 100% Жизни за 20 секунд"
"12053"	"Frigid Nova: Удвоение Длительности Заморозки"
"12054"	"Gorefest: 66 Магического Урона за Уровень"
"12055"	"Great Hunt: +1 Дух"
"12056"	"Hammer of Zerae: Бонусный Физический Урон Увеличивается на 25%"
"12057"	"Immersion: 7% Шанс Выпустить Дополнительный Снаряд"
"12058"	"Hungering Flames: излечивается +2% Макс. Жизни за раз"
"12059"	"Vessel of Judgement: +1 Цель"
"12060"	"Vessel of Retribution: +1 Цель"
"12061"	"Maelstrom MkI: +10% Бонусного Магического Урона\n"
"12062"	"Mana Sweep: +10% к Общему Урону"
"12063"	"Symphony of Destruction: +1 Луч в радиусе действия Slayer"
"12064"	"Cold Blooded: Также Пробивает Сопротивление Молнии"
"12065"	"Mythal: Удвоение Длительности Дебаффа"
"12066"	"\dgrey;(Hive - Nova Charge - Path of Flames)\n+10 к Frozen Heart, если в инвентаре лежат все Periodic Relic'и"
"12067"	"Limpet Laser: +1 Снаряд"
"12068"	"Shadow Refuge: Восстановление 50 Жизни в Секунду за БУН в Shadowrush"
"12069"	"Pestilence: +10 секунд к Длительности"
"12070"	"Pyre: Удвоение Сопротивления Физическому Урону"
"12071"	"Eye of the Storm: Больше Не Уменьшает Урон"
"12072"	"+1 Дополнительный Abyss Knight"
"12073"	"Stormblast: 5% Шанс Выпустить Дополнительный Снаряд"
"12074"	"Maelstrom MkI: 20% Шанс Выпустить Дополнительный Снаряд во время Уязвимости Wychwind"
"12075"	"+1% к Физ./Маг. Урону Заклинаний за каждые 5 Cognition"
"12076"	"\gold;+666 к Жизни\n+100% к Рейтингу Атаки Призываемых Существ\n+100% к Урону Призываемых Существ\nКаждый Призыв Создаёт на Одну Существо Больше\n\orange;Exodia\n\n\dgrey;(Summon Frostwalker - Summon Glowing Fungus - Summon Sinner)\nПолучите \orange;Exodia\dgrey;, если в инвентаре лежат все Summon Trio Relic'и"
"12077"	"Shower of Rocks: -5% к Сопротивлению Физическому Урону у Врага"
"12078"	"Maelstrom MkI: +10% Бонусного Магического Урона"
"12079"	"\blue;Перезарядка Carnage Уменьшается на 1,72 секунды\n\orange;Carnage: Добавленный Урон Огнём Удваивается"
"12080"	""
"12081"	"Familiars Используют Crucify При Смерти/Изгнании"
"12082"	"\dgrey;Смешайте талисман с Celestial Wind effigy\nЗавершите все вышеуказанные Квесты Лабиринта\n\gold;Trial of the Nephalem"
"12083"	"\n\dgrey;Смешайте талисман после смерти босса\nОдолейте Deimoss the Fleshweaver в глубинах Лабиринта\n\gold;End the Invasion"
"12084"	"\n\dgrey;(эти предметы изредка выпадают из мини-боссов Лабиринта)\nСмешайте талисман по одному разу с каждой частью Star Chart и Dream Fragment\nОдолейте монстров типов Heroes, Champions и Sovereigns, блуждающих по Лабиринту\n\gold;Trial of Purity"
"12085"	"\n\dgrey;(надо сделать в возрастающем порядке)\nСмешайте талисман по одному разу с каждым Riftstone\nИсследуйте каждый уровень Лабиринта\n\gold;Trial of Discovery"
"12086"	"\n\dgrey;Смешайте талисман с Elemental Dominion effigy\nОдолейте Deimoss ровно с 5-ю опциональными модификаторами сложности\n\gold;Dimensional Alchemy"
"12087"	"\dgrey;Возвращает талисман со случайным Relic\nСмешайте талисман с Depleted Riftstone (6)\n\gold;Dimensional Alchemy Разблокирована"
"12088"	"\n\dgrey;Смешайте талисман с Elemental Ire effigy\nОдолейте Deimoss ровно с 3-мя опциональными модификаторами сложности\n\gold;Occult Smithing"
"12089"	"\n\dgrey;Возвращает талисман и Occult Effigy более высокого ранга\nСмешайте талисман с двумя одинаковыми Occult Effigies\n\gold;Occult Smithing Разблокировано"
"12090"	"\n\dgrey;Зарядов: 0"
"12091"	"\n\dgrey;Зарядов: 1"
"12092"	"\n\dgrey;Зарядов: 2"
"12093"	"\n\dgrey;Зарядов: 3"
"12094"	"\n\dgrey;Зарядов: 4"
"12095"	"\n\dgrey;Зарядов: 5"
"12096"	"Conductivity: Удвоение Шанса"
"12097"	"Conductivity: +1% к Шансу использовать Stormcall при Ударе"
"12098"	"Discharge: Частота Грома Увеличивается на 0.4 секунды"
"12099"	"Scorpion Blade: Всегда Взрывается, Максимальная Дальность -25%"
"12100"	"+1 Дополнительная Цель для Storm Crows"
"12101"	"Призывает по Два Древних Духа за Раз"
"12102"	"\gold;Blessing of Karcheus\n\n\dgrey;Наносит 50% Урона Оружия\nВраги могут активировать мину преждевременно при контакте\nперед вами, а затем взорвется шквалом самонаводящихся ледяных стрел\nЗапуск ледяной мины, которая замедлится и остановится на небольшом расстоянии\nИспользуя Лук:\n\nНаносит до 2800% урона Оружия в центре\nУдар земли перед собой, выпускающий пульсирующее кольцо холода\nИспользуя Копье:"
"12103"	"\gold;Sacrificial Fervor\n\dgrey;После получения урона Servants теряют 10% своей жизни в секунду, пока не умрут\nПеренимает Пробивание Огня от Elemental Wisdom дважды\nУдваивается урон, скорость атаки и скорость передвижения\n\orange;Servants of Valor:"
"12104"	"\gold;Чистый Лист Бесконечного Потенциала\n"
"12105"	""
"12106"	""
"12107"	""
"12108"	""
"12109"	"\red;Вы можете носить лишь один Relic"
"12110"	"\n\dgrey;Смешайте талисман с Sigil of Absolution\nОдолейте Deimoss'а ровно с 6-ю опциональными модификаторами сложности\n\gold;Void Armor"
"12111"	"\orange;Abandoned Shrine\n"
"12112"	"\orange;Creepy Shrine\n"
"12113"	"\orange;Eerie Shrine\n"
"12114"	"\orange;Enchanted Shrine\n"
"12115"	"\orange;Fascinating Shrine\n"
"12116"	"\orange;Hidden Shrine\n"
"12117"	"\orange;Intimidating Shrine\n"
"12118"	"\orange;Magical Shrine\n"
"12119"	"\orange;Ornate Shrine\n"
"12120"	"\orange;Quiet Shrine\n"
"12121"	"\orange;Sacred Shrine\n"
"12122"	"\orange;Shimmering Shrine\n"
"12123"	"\orange;Spiritual Shrine\n"
"12124"	"\orange;Tainted Shrine\n"
"12125"	"\orange;Trinity Shrine\n"
"12126"	"\orange;Weird Shrine\n"
"12127"	"то бездна тоже смотрит в тебя\nИ если ты долго смотришь в бездну\n\nсамому при этом не стать чудовищем\nтому следует остерегаться чтобы\nКто сражается с чудовищами\n\n\n"
"12128"	"\dgrey;Радиус 20 Ярдов\n+5% к Поглощению Огня, Холода и Яда\n\orange;Аура Salvation"
"12129"	"+80 Магического Урона за каждые 1% Смертельного Удара"
"12130"	"Dragon Jaws уменьшает сопр. физ. урону у врага на 30% на 1 сек.\nПлощадь Dragon Jaws увеличивается на 30%"
"12131"	"\dgrey;2% Шанс использовать Eldritch Storm уровня 60 когда Враг Умирает\n\orange;При наличии 25 очков в Eldritch Storm"
"12132"	"+1000 Восстановление Жизни в Секунду когда Жизни менее 7000"
"12133"	"\dgrey;Длительность Harvest Становится 15 секунд\n\dgrey;Harvest Даёт Бонусы Bloom\n\dgrey;Больше Нельзя Призывать Harvesters\n\orange;Если у вас нет очков в древах Медведя, Волка, Совы, Охотника и Провидца:"
"12134"	"\dgrey;для откытия портала в Сердце Тьмы\nи Greater Signet of Learning\nразблокированным Dimensional Alchemy\nСмешайте с Nephalem Dimensional Key,"
"12135"	"Flameburst Shot: +10 снарядов"
"strHotkeydescEsc"	"Открывает меню игры"
"strHotkeydescCharScreen"	"Открывает экран персонажа для просмотра его показателей и вложения очков атрибутов"
"strHotkeydescInventory"	"Открывает экран инвентаря для управления вашими предметами"
"strHotkeydescPartyScreen"	"Открывает экран союзников для просмотра игроков, только в мультиплеере"
"strHotkeydescMercScreen"	"Открывает экран наёмника для управления его вещами, если он у вас есть и жив"
"strHotkeydescMsgLog"	"Открывает список сообщений чата"
"strHotkeydescQuestScreen"	"Отркывает экран квестов для отображения текущих заданий"
"strHotkeydescSkillTree"	"Открывает древо навыков для вложения очков навыков"
"strHotkeydescSkillSelect"	"Открывает выбор навыка для правой кнопки мыши"
"strHotkeydescSprint"	"Удерживайте для бега"
"strHotkeydescSprintToggle"	"Активирует постоянный бег без необходимости удерживать кнопку бега"
"strHotkeydescStandstill"	"Удерживайте для использования навыков на месте, что позволяет не подбегать к цели для активации навыка"
"strHotkeydescSwapWeap"	"Переключает между двумя наборами вещей в руках персонажа"
"strHotkeydescClear"	"Закрывает все открытые окна на экране"
"strHotkeydescShowItems"	"Удерживайте для показа всех предметов на земле возле вас"
"strHotkeydescTogglePickup"	"Активирует подбор предметов на земле без удержания кнопки показа предметов"
"strHotkeydescTransmute"	"Нажимает кнопку Смешать на экране Хорадрического Куба"
"strHotkeydescSkill"	"Выбирает назначенный на эту кнопку навык. Назначение кнопок выполняется в панели быстрого выбора навыков."
"strHotkeydescQuickCast"	"Использует назначенный на эту кнопку навык. Назначение кнопок выполняется в панели быстрого выбора навыков."
"strHotkeydescNextPrevSkill"	"Перебирает по порядку ваши навыки с назначенными кнопками"
"strHotkeydescUseBelt"	"Поглощает предмет из этого слота (1-4) вашего пояса"
"strHotkeydescShowBelt"	"Активирует показ всех предеметов в поясе"
"strHotkeydescChat"	"Активирует окно ввода сообщения чата"
"strHotkeydescClearMsg"	"Очищает все сообщения чата на экране"
"strHotkeydescShowPortraits"	"Активирует показ портретов союзников в левом верхнем углу экрана"
"strHotkeydescScreencap"	"Делает снимок экрана и сохраняет его в папку игры - Screenshots"
"strHotkeydescAutomap"	"Активирует показ карты"
"strHotkeydescRevealMap"	"Открывает всю карту текущего акта"
"strHotkeydescMapSize"	"Активирует показ уменьшенного варианта карты"
"strHotkeydescMapFade"	"Перебирает разные значения прозрачности карты"
"strHotkeydescMinimapPos"	"Меняет позицию карты при использовании уменьшенного варианта"
"strHotkeydescEmote"	"Персонаж издаёт звук, слышимый игроками поблизости"
